kx,ky,phasor
-2+0i,-29+0i,13.0695538143852-8.3079466526233i
-2+0i,-28+0i,-11.5254452971303-2.3058036318835i
-2+0i,-27+0i,13.9718179672608+10.8041444909508i
-2+0i,-26+0i,23.659205597276-5.3389972801792i
-2+0i,-25+0i,9.04850213702694-8.99940784451276i
-2+0i,-24+0i,-0.2497313907463-15.9812112294186i
-2+0i,-23+0i,-11.4965220957385+2.2031906879294i
-2+0i,-22+0i,-30.6806911052995+18.1825464560147i
-2+0i,-21+0i,-5.781101655473+34.5373903520782i
-2+0i,-20+0i,8.5201796604066+27.3034597461868i
-2+0i,-19+0i,-7.8666031018591-10.3627595488469i
-2+0i,-18+0i,22.5668388315486-59.548888634015i
-2+0i,-17+0i,-16.0285404952718-20.7057392723656i
-2+0i,-16+0i,-5.2025242705118-25.3515888097685i
-2+0i,-15+0i,-19.7007127873199-57.7249148854936i
-2+0i,-14+0i,-10.2678869744642+35.8109619269246i
-2+0i,-13+0i,45.1318389974854-40.6792999956541i
-2+0i,-12+0i,35.9102179878301-5.7389937717108i
-2+0i,-11+0i,96.0929700092849+52.9333279244044i
-2+0i,-10+0i,13.8666520273604-29.3594165349893i
-2+0i,-9+0i,19.5028795925997-14.6423267895908i
-2+0i,-8+0i,-2.654708264594-30.3805646273534i
-2+0i,-7+0i,-102.760400515948+78.457567565877i
-2+0i,-6+0i,54.556913921288+108.552997505861i
-2+0i,-5+0i,66.861111457922+47.6922933539438i
-2+0i,-4+0i,-65.758731553526-114.300964053782i
-2+0i,-3+0i,-87.646002799855-157.822192028717i
-2+0i,-2+0i,-57.2708331417375+97.4207811264007i
-2+0i,-1+0i,-143.657281400785-52.191808228763i
-2+0i,0+0i,-6.048298421405-140.59069957527i
-2+0i,1+0i,150.781789016076+159.796046861996i
-2+0i,2+0i,-40.124111056555+214.446560133743i
-2+0i,3+0i,25.4984164361856+38.9078581446717i
-2+0i,4+0i,126.871289424014-16.015181031112i
-2+0i,5+0i,17.9540656297601-58.943246317619i
-2+0i,6+0i,-21.4949785674648-41.8268309174293i
-2+0i,7+0i,97.0738779861476+56.749298926319i
-2+0i,8+0i,87.5386512259185-70.19116767156i
-2+0i,9+0i,14.2617633250797-5.2200536093683i
-2+0i,10+0i,97.5908492679864+70.673784498257i
-2+0i,11+0i,-31.6150830087758+4.0242125983743i
-2+0i,12+0i,-29.4481709571345+32.9029718645267i
-2+0i,13+0i,26.6017029335192+2.7646287325231i
-2+0i,14+0i,-32.9606083431704+50.3515248408119i
-2+0i,15+0i,21.4343809298787+5.4361497993194i
-2+0i,16+0i,-4.7651768139895+42.3133936523738i
-2+0i,17+0i,16.8337079462703+40.0177122134551i
-2+0i,18+0i,8.3669931798144-97.7159617542622i
-2+0i,19+0i,-1.78326368400243+0.75424109169542i
-2+0i,20+0i,-8.7957655753865-10.9524220262453i
-2+0i,21+0i,-51.3122960082645-27.828535412789i
-2+0i,22+0i,-1.2425590753283+38.9269705216708i
-2+0i,23+0i,-2.38922972321628+0.43755440646177i
-2+0i,24+0i,18.7151047837931-17.6636631237365i
-2+0i,25+0i,14.2706980021126-15.8780759631657i
-2+0i,26+0i,-29.8283209665215+3.1681944797486i
-2+0i,27+0i,3.25590165747067-8.65188659577796i
-2+0i,28+0i,-0.4286642026037-25.707919087793i
-2+0i,29+0i,-10.8800373197298-2.1399676992185i
-2+0i,30+0i,17.4818593778441-3.1324156736161i
-2+0i,31+0i,4.83253776310857-3.67909095126232i
-2+0i,32+0i,-11.3259513290668+3.8232889471399i
-2+0i,33+0i,-1.1301473989629-11.0155452623822i
-2+0i,34+0i,0.4512716480622-9.49344068101339i
-2+0i,35+0i,4.19448434238889-6.25203676612803i
-2+0i,36+0i,4.16719195764513-3.58983902168221i
-2+0i,37+0i,3.06093263521855-1.15811235121873i
-2+0i,38+0i,3.24255481315782-5.09739642781861i
-2+0i,39+0i,4.11812732574548-2.61639587838994i
-2+0i,40+0i,-6.66720470420077-4.11399679257545i
-2+0i,41+0i,8.4010187498619+12.3031760807926i
-2+0i,42+0i,19.4258431771831+4.6516368156501i
-2+0i,43+0i,-4.5374993173324-4.40349156020585i
-2+0i,44+0i,12.3758695474568-6.4297105547692i
-2+0i,45+0i,3.83226463682674-9.48216049611073i
-2+0i,46+0i,-6.14591010917104+8.91282238911569i
-2+0i,47+0i,6.3590362964044+9.19247678712924i
-2+0i,48+0i,-7.962351685987+25.1125440278848i
-2+0i,49+0i,0.19161097593745+5.7688933124552i
-2+0i,50+0i,2.3543228600447-23.457967413707i
-1+0i,-49+0i,-4.3362562036069-15.4830621776459i
-1+0i,-48+0i,3.4401135402607-5.10760660462348i
-1+0i,-47+0i,5.98251976571895+8.69378352280875i
-1+0i,-46+0i,-22.1775370083181+12.6789982806085i
-1+0i,-45+0i,1.8763244833691+10.2295212175591i
-1+0i,-44+0i,16.5057726875137+2.8099768737005i
-1+0i,-43+0i,6.06806913597564-1.14200774478051i
-1+0i,-42+0i,10.4770332320896-10.8835693824566i
-1+0i,-41+0i,-5.00969640809161+0.81563350299279i
-1+0i,-40+0i,-10.5967497787101+1.523852194613i
-1+0i,-39+0i,1.86719383783843-3.95988287500961i
-1+0i,-38+0i,7.9325151612629+12.2442738821685i
-1+0i,-37+0i,2.98923506800649+7.73770175768557i
-1+0i,-36+0i,-4.38690897473298-1.88525022027039i
-1+0i,-35+0i,-6.99453806804542+4.12608755811142i
-1+0i,-34+0i,-6.6517366518134+1.96022636651905i
-1+0i,-33+0i,-5.80835440084657+1.20609674220432i
-1+0i,-32+0i,0.83864673266493-2.47850698583834i
-1+0i,-31+0i,7.5576954267721-12.1017804502879i
-1+0i,-30+0i,5.63092628735007+1.1226248599017i
-1+0i,-29+0i,-5.9083522202326+13.6361669989645i
-1+0i,-28+0i,9.23241988196509+8.08260914931195i
-1+0i,-27+0i,2.4765346149188-10.8726084713376i
-1+0i,-26+0i,0.23993780591115+4.10028070314538i
-1+0i,-25+0i,36.972228936907-0.9907228634737i
-1+0i,-24+0i,-22.5743656456349-2.4524860408923i
-1+0i,-23+0i,-13.112402262837-1.1105877098124i
-1+0i,-22+0i,-1.8207342465809-25.7312684619354i
-1+0i,-21+0i,-27.6609844920639+32.4392241721023i
-1+0i,-20+0i,5.97509605268284-7.20680676529758i
-1+0i,-19+0i,-8.31214725538539+1.69430833474779i
-1+0i,-18+0i,49.0202306381849-5.3492658522158i
-1+0i,-17+0i,7.503034271226-108.402411306909i
-1+0i,-16+0i,24.1647452762251-26.3703967515138i
-1+0i,-15+0i,52.645309248384-26.1803929131569i
-1+0i,-14+0i,-50.0276419171996-11.2939096246822i
-1+0i,-13+0i,40.0772038486366+31.8882256811442i
-1+0i,-12+0i,57.7791000147276+15.5452788846147i
-1+0i,-11+0i,32.3812708549107-21.4068945374013i
-1+0i,-10+0i,14.2447640411755-31.4189255841468i
-1+0i,-9+0i,-40.1880117607197+61.7703827649668i
-1+0i,-8+0i,5.4723508630343-33.0017650340102i
-1+0i,-7+0i,7.72243377562-72.473822735277i
-1+0i,-6+0i,-50.9425993142026+38.8621200228803i
-1+0i,-5+0i,90.1187954597186+33.9660264166199i
-1+0i,-4+0i,83.601659984799-104.265362524687i
-1+0i,-3+0i,-175.876702692942-10.555672246889i
-1+0i,-2+0i,24.712204203029+54.7749236529868i
-1+0i,-1+0i,-154.382533177169-51.052425888029i
-1+0i,0+0i,-395.309219287687+150.269896084986i
-1+0i,1+0i,-91.609142932288-141.362515154743i
-1+0i,2+0i,-142.347195907684-242.483128855067i
-1+0i,3+0i,108.499410353303+141.321320829043i
-1+0i,4+0i,216.862802204404-28.145783003477i
-1+0i,5+0i,34.2791724194932-82.1706085426025i
-1+0i,6+0i,85.7748234281637-65.3703834600342i
-1+0i,7+0i,-0.0844519041221-43.6216698719116i
-1+0i,8+0i,127.698446909157+0.262666853101i
-1+0i,9+0i,57.0861195085613+26.1339521323374i
-1+0i,10+0i,-14.406687741712+129.415971084775i
-1+0i,11+0i,89.3352530590917-57.472126698937i
-1+0i,12+0i,-46.0321588060842-8.1022781605633i
-1+0i,13+0i,-4.0293330984534+87.7946577855392i
-1+0i,14+0i,27.3533414432986-10.9782410349223i
-1+0i,15+0i,-43.3676990405576+53.5326425568191i
-1+0i,16+0i,-21.3211449906269+39.1818190835773i
-1+0i,17+0i,32.2910370810338+7.4424731389781i
-1+0i,18+0i,51.2168699607887+1.4085026198797i
-1+0i,19+0i,-21.8301745513423-20.6879289477369i
-1+0i,20+0i,-21.0278097534665+5.4324799806766i
-1+0i,21+0i,8.53868607424602-7.35055236127687i
-1+0i,22+0i,-46.628399020209+2.9127214987935i
-1+0i,23+0i,-17.9165941346907+37.4931889713976i
-1+0i,24+0i,15.4616426184744+10.8778785766435i
-1+0i,25+0i,-12.9862496875412-5.169052762054i
-1+0i,26+0i,4.587390784526-19.0161443275349i
-1+0i,27+0i,-9.14208362668503-8.34870906681427i
-1+0i,28+0i,-7.72399210345848-2.76006790988053i
-1+0i,29+0i,-0.8802693047269-23.1147735250692i
-1+0i,30+0i,-1.77622919657452+6.63406192455024i
-1+0i,31+0i,8.0624395138474-11.6972138691137i
-1+0i,32+0i,-8.1524712445929-15.7395126458258i
-1+0i,33+0i,3.74879892564066-5.64269489809038i
-1+0i,34+0i,4.6550387678586-16.0652611959764i
-1+0i,35+0i,14.8430942166712+4.4703838061406i
-1+0i,36+0i,18.1829126692291+0.4498288658645i
-1+0i,37+0i,5.68342790309377+0.58879762878302i
-1+0i,38+0i,-7.52124522762356+1.48769615120958i
-1+0i,39+0i,-16.5881930251749+3.8741560802775i
-1+0i,40+0i,6.67969257035945-1.2648143801384i
-1+0i,41+0i,-2.87683909010789+4.99196232238056i
-1+0i,42+0i,1.68914371270572+4.87059626250117i
-1+0i,43+0i,17.4424821134634-19.8581065674979i
-1+0i,44+0i,5.36604452429462+0.726385138921i
-1+0i,45+0i,2.37600066721537-2.005992197725i
-1+0i,46+0i,0.81825817843057-9.88724923793017i
-1+0i,47+0i,-2.6797479809692+15.5352560761915i
-1+0i,48+0i,-9.01612998196263+9.13484676034026i
-1+0i,49+0i,3.80908236017654+3.54205510708048i
-1+0i,50+0i,15.4791282295457+1.177257008944i
0+0i,-49+0i,12.8974335583137-11.4336930100115i
0+0i,-48+0i,1.7434056048367-3.86148257243227i
0+0i,-47+0i,-8.2745926833921+6.26571106839152i
0+0i,-46+0i,-0.96506783994507-1.55714716258767i
0+0i,-45+0i,-7.10572201975017+9.97859132480299i
0+0i,-44+0i,7.60862545511738+9.36732498562432i
0+0i,-43+0i,23.1400449688957-5.6081868874308i
0+0i,-42+0i,5.56229737854404+3.05259589278778i
0+0i,-41+0i,-7.67527173035651+3.47811913963311i
0+0i,-40+0i,-4.1155778921758-10.0797523583116i
0+0i,-39+0i,-4.28020526836613+0.52569569234247i
0+0i,-38+0i,1.30519071300363+2.75713413239984i
0+0i,-37+0i,6.86892929263414+2.43483106296414i
0+0i,-36+0i,11.6438239214537+6.0998690863719i
0+0i,-35+0i,-2.92356973999327+1.32641390830187i
0+0i,-34+0i,-7.0815918512907+14.215306072934i
0+0i,-33+0i,2.76537237811916+1.55160975522746i
0+0i,-32+0i,4.82834493758384-0.97735053169964i
0+0i,-31+0i,6.6066437438176+11.8212478319455i
0+0i,-30+0i,-6.24701734505603+3.22237034902884i
0+0i,-29+0i,-6.65828698953067-3.14722894100169i
0+0i,-28+0i,-6.10274191652829+6.00320479571176i
0+0i,-27+0i,5.54989430261869+6.94248562087684i
0+0i,-26+0i,20.8819574931265+6.9902348161546i
0+0i,-25+0i,12.1607843137238+17.2039215686274i
0+0i,-24+0i,-23.6107890426335-28.4766397518742i
0+0i,-23+0i,-17.1127018255345-33.4878980036854i
0+0i,-22+0i,6.87063358714255+5.47049043539669i
0+0i,-21+0i,-29.3948477026378-12.0162215424366i
0+0i,-20+0i,-8.40795151957674-3.49124179199676i
0+0i,-19+0i,9.3071348898815+29.2194224668824i
0+0i,-18+0i,18.4005348634172-22.3713946416815i
0+0i,-17+0i,71.5085540704626-54.3368739201093i
0+0i,-16+0i,5.1349705297876-23.9558944581011i
0+0i,-15+0i,-49.9902157067589-43.6564921190826i
0+0i,-14+0i,31.8090824350096-69.5644645936465i
0+0i,-13+0i,-27.535704929032-0.2339604578953i
0+0i,-12+0i,12.655897495472+90.7394164074976i
0+0i,-11+0i,99.5532573825098-41.8309422590705i
0+0i,-10+0i,-65.476512066711-51.566034090449i
0+0i,-9+0i,5.2629041080768-51.0196701567333i
0+0i,-8+0i,53.2995067792854-71.4353876148591i
0+0i,-7+0i,64.762607654595+119.669986436666i
0+0i,-6+0i,-5.8903726287725-75.2965031959816i
0+0i,-5+0i,29.8587231527788-11.4929832610755i
0+0i,-4+0i,275.838171921899-20.048690583875i
0+0i,-3+0i,-22.126358568135+22.2517933603355i
0+0i,-2+0i,295.068120163493+550.396866794804i
0+0i,-1+0i,-252.164806652945+137.570834770164i
0+0i,0+0i,8579.06666666667+0i
0+0i,1+0i,-252.164806652945-137.570834770164i
0+0i,2+0i,295.068120163493-550.396866794804i
0+0i,3+0i,-22.126358568135-22.2517933603355i
0+0i,4+0i,275.838171921899+20.048690583875i
0+0i,5+0i,29.8587231527788+11.4929832610755i
0+0i,6+0i,-5.8903726287725+75.2965031959816i
0+0i,7+0i,64.762607654595-119.669986436666i
0+0i,8+0i,53.2995067792854+71.4353876148591i
0+0i,9+0i,5.2629041080768+51.0196701567333i
0+0i,10+0i,-65.476512066711+51.566034090449i
0+0i,11+0i,99.5532573825098+41.8309422590705i
0+0i,12+0i,12.655897495472-90.7394164074976i
0+0i,13+0i,-27.535704929032+0.2339604578953i
0+0i,14+0i,31.8090824350096+69.5644645936465i
0+0i,15+0i,-49.9902157067589+43.6564921190826i
0+0i,16+0i,5.1349705297876+23.9558944581011i
0+0i,17+0i,71.5085540704626+54.3368739201093i
0+0i,18+0i,18.4005348634172+22.3713946416815i
0+0i,19+0i,9.3071348898815-29.2194224668824i
0+0i,20+0i,-8.40795151957674+3.49124179199676i
0+0i,21+0i,-29.3948477026378+12.0162215424366i
0+0i,22+0i,6.87063358714255-5.47049043539669i
0+0i,23+0i,-17.1127018255345+33.4878980036854i
0+0i,24+0i,-23.6107890426335+28.4766397518742i
0+0i,25+0i,12.1607843137238-17.2039215686274i
0+0i,26+0i,20.8819574931265-6.9902348161546i
0+0i,27+0i,5.54989430261869-6.94248562087684i
0+0i,28+0i,-6.10274191652829-6.00320479571176i
0+0i,29+0i,-6.65828698953067+3.14722894100169i
0+0i,30+0i,-6.24701734505603-3.22237034902884i
0+0i,31+0i,6.6066437438176-11.8212478319455i
0+0i,32+0i,4.82834493758384+0.97735053169964i
0+0i,33+0i,2.76537237811916-1.55160975522746i
0+0i,34+0i,-7.0815918512907-14.215306072934i
0+0i,35+0i,-2.92356973999327-1.32641390830187i
0+0i,36+0i,11.6438239214537-6.0998690863719i
0+0i,37+0i,6.86892929263414-2.43483106296414i
0+0i,38+0i,1.30519071300363-2.75713413239984i
0+0i,39+0i,-4.28020526836613-0.52569569234247i
0+0i,40+0i,-4.1155778921758+10.0797523583116i
0+0i,41+0i,-7.67527173035651-3.47811913963311i
0+0i,42+0i,5.56229737854404-3.05259589278778i
0+0i,43+0i,23.1400449688957+5.6081868874308i
0+0i,44+0i,7.60862545511738-9.36732498562432i
0+0i,45+0i,-7.10572201975017-9.97859132480299i
0+0i,46+0i,-0.96506783994507+1.55714716258767i
0+0i,47+0i,-8.2745926833921-6.26571106839152i
0+0i,48+0i,1.7434056048367+3.86148257243227i
0+0i,49+0i,12.8974335583137+11.4336930100115i
0+0i,50+0i,1.42745098039216e+00+1.2e-13i
1+0i,-49+0i,3.80908236017654-3.54205510708048i
1+0i,-48+0i,-9.01612998196263-9.13484676034026i
1+0i,-47+0i,-2.6797479809692-15.5352560761915i
1+0i,-46+0i,0.81825817843057+9.88724923793017i
1+0i,-45+0i,2.37600066721537+2.005992197725i
1+0i,-44+0i,5.36604452429462-0.726385138921i
1+0i,-43+0i,17.4424821134634+19.8581065674979i
1+0i,-42+0i,1.68914371270572-4.87059626250117i
1+0i,-41+0i,-2.87683909010789-4.99196232238056i
1+0i,-40+0i,6.67969257035945+1.2648143801384i
1+0i,-39+0i,-16.5881930251749-3.8741560802775i
1+0i,-38+0i,-7.52124522762356-1.48769615120958i
1+0i,-37+0i,5.68342790309377-0.58879762878302i
1+0i,-36+0i,18.1829126692291-0.4498288658645i
1+0i,-35+0i,14.8430942166712-4.4703838061406i
1+0i,-34+0i,4.6550387678586+16.0652611959764i
1+0i,-33+0i,3.74879892564066+5.64269489809038i
1+0i,-32+0i,-8.1524712445929+15.7395126458258i
1+0i,-31+0i,8.0624395138474+11.6972138691137i
1+0i,-30+0i,-1.77622919657452-6.63406192455024i
1+0i,-29+0i,-0.8802693047269+23.1147735250692i
1+0i,-28+0i,-7.72399210345848+2.76006790988053i
1+0i,-27+0i,-9.14208362668503+8.34870906681427i
1+0i,-26+0i,4.587390784526+19.0161443275349i
1+0i,-25+0i,-12.9862496875412+5.169052762054i
1+0i,-24+0i,15.4616426184744-10.8778785766435i
1+0i,-23+0i,-17.9165941346907-37.4931889713976i
1+0i,-22+0i,-46.628399020209-2.9127214987935i
1+0i,-21+0i,8.53868607424602+7.35055236127687i
1+0i,-20+0i,-21.0278097534665-5.4324799806766i
1+0i,-19+0i,-21.8301745513423+20.6879289477369i
1+0i,-18+0i,51.2168699607887-1.4085026198797i
1+0i,-17+0i,32.2910370810338-7.4424731389781i
1+0i,-16+0i,-21.3211449906269-39.1818190835773i
1+0i,-15+0i,-43.3676990405576-53.5326425568191i
1+0i,-14+0i,27.3533414432986+10.9782410349223i
1+0i,-13+0i,-4.0293330984534-87.7946577855392i
1+0i,-12+0i,-46.0321588060842+8.1022781605633i
1+0i,-11+0i,89.3352530590917+57.472126698937i
1+0i,-10+0i,-14.406687741712-129.415971084775i
1+0i,-9+0i,57.0861195085613-26.1339521323374i
1+0i,-8+0i,127.698446909157-0.262666853101i
1+0i,-7+0i,-0.0844519041221+43.6216698719116i
1+0i,-6+0i,85.7748234281637+65.3703834600342i
1+0i,-5+0i,34.2791724194932+82.1706085426025i
1+0i,-4+0i,216.862802204404+28.145783003477i
1+0i,-3+0i,108.499410353303-141.321320829043i
1+0i,-2+0i,-142.347195907684+242.483128855067i
1+0i,-1+0i,-91.609142932288+141.362515154743i
1+0i,0+0i,-395.309219287687-150.269896084986i
1+0i,1+0i,-154.382533177169+51.052425888029i
1+0i,2+0i,24.712204203029-54.7749236529868i
1+0i,3+0i,-175.876702692942+10.555672246889i
1+0i,4+0i,83.601659984799+104.265362524687i
1+0i,5+0i,90.1187954597186-33.9660264166199i
1+0i,6+0i,-50.9425993142026-38.8621200228803i
1+0i,7+0i,7.72243377562+72.473822735277i
1+0i,8+0i,5.4723508630343+33.0017650340102i
1+0i,9+0i,-40.1880117607197-61.7703827649668i
1+0i,10+0i,14.2447640411755+31.4189255841468i
1+0i,11+0i,32.3812708549107+21.4068945374013i
1+0i,12+0i,57.7791000147276-15.5452788846147i
1+0i,13+0i,40.0772038486366-31.8882256811442i
1+0i,14+0i,-50.0276419171996+11.2939096246822i
1+0i,15+0i,52.645309248384+26.1803929131569i
1+0i,16+0i,24.1647452762251+26.3703967515138i
1+0i,17+0i,7.503034271226+108.402411306909i
1+0i,18+0i,49.0202306381849+5.3492658522158i
1+0i,19+0i,-8.31214725538539-1.69430833474779i
1+0i,20+0i,5.97509605268284+7.20680676529758i
1+0i,21+0i,-27.6609844920639-32.4392241721023i
1+0i,22+0i,-1.8207342465809+25.7312684619354i
1+0i,23+0i,-13.112402262837+1.1105877098124i
1+0i,24+0i,-22.5743656456349+2.4524860408923i
1+0i,25+0i,36.972228936907+0.9907228634737i
1+0i,26+0i,0.23993780591115-4.10028070314538i
1+0i,27+0i,2.4765346149188+10.8726084713376i
1+0i,28+0i,9.23241988196509-8.08260914931195i
1+0i,29+0i,-5.9083522202326-13.6361669989645i
1+0i,30+0i,5.63092628735007-1.1226248599017i
1+0i,31+0i,7.5576954267721+12.1017804502879i
1+0i,32+0i,0.83864673266493+2.47850698583834i
1+0i,33+0i,-5.80835440084657-1.20609674220432i
1+0i,34+0i,-6.6517366518134-1.96022636651905i
1+0i,35+0i,-6.99453806804542-4.12608755811142i
1+0i,36+0i,-4.38690897473298+1.88525022027039i
1+0i,37+0i,2.98923506800649-7.73770175768557i
1+0i,38+0i,7.9325151612629-12.2442738821685i
1+0i,39+0i,1.86719383783843+3.95988287500961i
1+0i,40+0i,-10.5967497787101-1.523852194613i
1+0i,41+0i,-5.00969640809161-0.81563350299279i
1+0i,42+0i,10.4770332320896+10.8835693824566i
1+0i,43+0i,6.06806913597564+1.14200774478051i
1+0i,44+0i,16.5057726875137-2.8099768737005i
1+0i,45+0i,1.8763244833691-10.2295212175591i
1+0i,46+0i,-22.1775370083181-12.6789982806085i
1+0i,47+0i,5.98251976571895-8.69378352280875i
1+0i,48+0i,3.4401135402607+5.10760660462348i
1+0i,49+0i,-4.3362562036069+15.4830621776459i
1+0i,50+0i,15.4791282295456-1.177257008944i
2+0i,-49+0i,0.19161097593745-5.7688933124552i
2+0i,-48+0i,-7.962351685987-25.1125440278848i
2+0i,-47+0i,6.3590362964044-9.19247678712924i
2+0i,-46+0i,-6.14591010917104-8.91282238911569i
2+0i,-45+0i,3.83226463682674+9.48216049611073i
2+0i,-44+0i,12.3758695474568+6.4297105547692i
2+0i,-43+0i,-4.5374993173324+4.40349156020585i
2+0i,-42+0i,19.4258431771831-4.6516368156501i
2+0i,-41+0i,8.4010187498619-12.3031760807926i
2+0i,-40+0i,-6.66720470420077+4.11399679257545i
2+0i,-39+0i,4.11812732574548+2.61639587838994i
2+0i,-38+0i,3.24255481315782+5.09739642781861i
2+0i,-37+0i,3.06093263521855+1.15811235121873i
2+0i,-36+0i,4.16719195764513+3.58983902168221i
2+0i,-35+0i,4.19448434238889+6.25203676612803i
2+0i,-34+0i,0.4512716480622+9.49344068101339i
2+0i,-33+0i,-1.1301473989629+11.0155452623822i
2+0i,-32+0i,-11.3259513290668-3.8232889471399i
2+0i,-31+0i,4.83253776310857+3.67909095126232i
2+0i,-30+0i,17.4818593778441+3.1324156736161i
2+0i,-29+0i,-10.8800373197298+2.1399676992185i
2+0i,-28+0i,-0.4286642026037+25.707919087793i
2+0i,-27+0i,3.25590165747067+8.65188659577796i
2+0i,-26+0i,-29.8283209665215-3.1681944797486i
2+0i,-25+0i,14.2706980021126+15.8780759631657i
2+0i,-24+0i,18.7151047837931+17.6636631237365i
2+0i,-23+0i,-2.38922972321628-0.43755440646177i
2+0i,-22+0i,-1.2425590753283-38.9269705216708i
2+0i,-21+0i,-51.3122960082645+27.828535412789i
2+0i,-20+0i,-8.7957655753865+10.9524220262453i
2+0i,-19+0i,-1.78326368400243-0.75424109169542i
2+0i,-18+0i,8.3669931798144+97.7159617542622i
2+0i,-17+0i,16.8337079462703-40.0177122134551i
2+0i,-16+0i,-4.7651768139895-42.3133936523738i
2+0i,-15+0i,21.4343809298787-5.4361497993194i
2+0i,-14+0i,-32.9606083431704-50.3515248408119i
2+0i,-13+0i,26.6017029335192-2.7646287325231i
2+0i,-12+0i,-29.4481709571345-32.9029718645267i
2+0i,-11+0i,-31.6150830087758-4.0242125983743i
2+0i,-10+0i,97.5908492679864-70.673784498257i
2+0i,-9+0i,14.2617633250797+5.2200536093683i
2+0i,-8+0i,87.5386512259185+70.19116767156i
2+0i,-7+0i,97.0738779861476-56.749298926319i
2+0i,-6+0i,-21.4949785674648+41.8268309174293i
2+0i,-5+0i,17.9540656297601+58.943246317619i
2+0i,-4+0i,126.871289424014+16.015181031112i
2+0i,-3+0i,25.4984164361856-38.9078581446717i
2+0i,-2+0i,-40.124111056555-214.446560133743i
2+0i,-1+0i,150.781789016076-159.796046861996i
2+0i,0+0i,-6.048298421405+140.59069957527i
2+0i,1+0i,-143.657281400785+52.191808228763i
2+0i,2+0i,-57.2708331417375-97.4207811264007i
2+0i,3+0i,-87.646002799855+157.822192028717i
2+0i,4+0i,-65.758731553526+114.300964053782i
2+0i,5+0i,66.861111457922-47.6922933539438i
2+0i,6+0i,54.556913921288-108.552997505861i
2+0i,7+0i,-102.760400515948-78.457567565877i
2+0i,8+0i,-2.654708264594+30.3805646273534i
2+0i,9+0i,19.5028795925997+14.6423267895908i
2+0i,10+0i,13.8666520273604+29.3594165349893i
2+0i,11+0i,96.0929700092849-52.9333279244044i
2+0i,12+0i,35.9102179878301+5.7389937717108i
2+0i,13+0i,45.1318389974854+40.6792999956541i
2+0i,14+0i,-10.2678869744642-35.8109619269246i
2+0i,15+0i,-19.7007127873199+57.7249148854936i
2+0i,16+0i,-5.2025242705118+25.3515888097685i
2+0i,17+0i,-16.0285404952718+20.7057392723656i
2+0i,18+0i,22.5668388315486+59.548888634015i
2+0i,19+0i,-7.8666031018591+10.3627595488469i
2+0i,20+0i,8.5201796604066-27.3034597461868i
2+0i,21+0i,-5.781101655473-34.5373903520782i
2+0i,22+0i,-30.6806911052995-18.1825464560147i
2+0i,23+0i,-11.4965220957385-2.2031906879294i
2+0i,24+0i,-0.2497313907463+15.9812112294186i
2+0i,25+0i,9.04850213702694+8.99940784451276i
2+0i,26+0i,23.659205597276+5.3389972801792i
2+0i,27+0i,13.9718179672608-10.8041444909508i
2+0i,28+0i,-11.5254452971303+2.3058036318835i
2+0i,29+0i,13.0695538143852+8.3079466526233i
2+0i,30+0i,3.06589909681033+0.44251280586382i
2+0i,31+0i,-3.0715666637097+13.5997718950834i
2+0i,32+0i,2.53146590583586-5.8510527369449i
2+0i,33+0i,-7.30073575812888-0.55305622936696i
2+0i,34+0i,0.24728858884555+6.98343062190353i
2+0i,35+0i,1.40434139398291+8.78211462683111i
2+0i,36+0i,2.42057831852607+1.07700882978045i
2+0i,37+0i,-2.51112220139542-7.18873643760146i
2+0i,38+0i,-2.37769919479172+0.59901757493263i
2+0i,39+0i,-8.94471215168961-1.27528683954878i
2+0i,40+0i,-1.35797991713082+3.32500651317334i
2+0i,41+0i,-1.69812743783395+2.07402138076815i
2+0i,42+0i,-7.56958832983203+5.37394307178647i
2+0i,43+0i,17.1917378124313+1.0088899691622i
2+0i,44+0i,9.99495942056657+4.28419247120598i
2+0i,45+0i,-3.74827053059975-0.49910142527874i
2+0i,46+0i,-3.9659559586369-24.7500268834513i
2+0i,47+0i,-8.95970183841621-0.27676821630414i
2+0i,48+0i,-2.54834841864901+5.65629711070787i
2+0i,49+0i,-3.15830688188465-2.72574873123376i
2+0i,50+0i,2.3543228600446+23.4579674137069i
3+0i,-49+0i,-3.77961197292788+0.36314358989048i
3+0i,-48+0i,12.4458577370277-11.7852686304595i
3+0i,-47+0i,-6.9718735381708-13.1375166439444i
3+0i,-46+0i,4.17288736028837-8.94871991954722i
3+0i,-45+0i,-5.14474859241861+2.64343135289696i
3+0i,-44+0i,-6.17269119956937+8.21940923356558i
3+0i,-43+0i,13.711585161705-9.1792701906495i
3+0i,-42+0i,11.1945699725504+3.6844881138092i
3+0i,-41+0i,8.9929373054767-3.71537331726858i
3+0i,-40+0i,3.9035930546675-18.268738306653i
3+0i,-39+0i,0.51498057457928+5.82030912856326i
3+0i,-38+0i,4.46167391430608+8.59219331090116i
3+0i,-37+0i,1.69028064802261+4.264193626412i
3+0i,-36+0i,-1.215915644467+12.920259633127i
3+0i,-35+0i,-5.384825453822+1.80221614994914i
3+0i,-34+0i,-4.99969920553314+1.53833771758115i
3+0i,-33+0i,0.84778859770238-0.347351940294137i
3+0i,-32+0i,1.10973129403535-8.81968346648793i
3+0i,-31+0i,-1.56142162321311+8.81717597644093i
3+0i,-30+0i,4.98943988943791+7.21607212432943i
